article_id,title,comment_counter,comment_text
31140654,Why Russian hackers would meddle in U.S. politics,source1_31140654_42,Why Russian hackers would meddle in U.S. politics? Maybe because Russia wants to avoid World War III and Hillary is responsible for promoting or initiating most of the wars that have taken place over the several decades?
14450333,Do you know the way to Ford Fest?,source1_14450333_11,Marcus Gee on a 32 bus? Hope he took a book.
11880938,Parties calculate strategy to appeal to the widest range of potential supporters,source1_11880938_4,"Nah nah nah nah, nah nah nah nah, nah nah nah, Goodbye, to an arrogant, corrupt, and unrepresentative government! That is what would continue under the 8:01 special interest crooks. They can return the 6 million hush money on the way out!;-)Jim"
15030116,"Supersized, unparliamentary budget bills",source1_15030116_9,Our HoC needs a complete overhaul to protect our democracy from autocrats who seek to destroy it.
23894289,Benched with the Obama Doctrine,source1_23894289_35,"No, I think history will see Harper as a spectator in world affairs because he has such a limited and narrow minded understanding of international relations."
26076974,Military spending might be NDP's secret weapon,source1_26076974_29,"Well, if Mulcair does raise military spending, I won't vote NDP anymore. It isn't on. I'll vote Marxist Communist."
22543148,Combat or 'combat'? Canada's language war over Iraq,source1_22543148_1,"It is NOT 'muddying the linguistic waters'.It is called lying. Not unusual, though, from HarperCo. It is their preferred MO."
23780007,Get ready to rumble: Canada's federal parties are preparing for battle,source1_23780007_15,More like dodgeball for harper Dodge duck dive dip and dodgeCheating and lying too
25216818,Don't mix up love with marriage,source1_25216818_12,Did you just spin a landmark ruling on equality into an essay about not liking the pressure your relatives give you to get married?
21123856,"Don't freeze my eggs, Apple. Fix tech's toxic work culture first",source1_21123856_13,"'''It?s no secret that technology is dominated by white men.''''Technology' covers hundred or more industries, some which have existed for centuries. Do you mean all technology, or just digital/computer technology?"
30423670,How Orlando divides America,source1_30423670_28,Interesting dilemma for social conservative Republicans who now have to tie themselves in knots to say tolerance for gays is a western value that they have to uphold....
21255152,Canada must be careful when trading liberties for security,source1_21255152_0,"it appears this guy was a lone wolf, a loser trying to give his life some meaningno different than any other isolated madman shooting (e.g. theater in Aurora) let's not overreact and give ISIS/ISIL credit for this like some are doing, like Harper"
13308949,Unjustly convicted in Russia: the dead and the living,source1_13308949_0,".Putin:You can take the boy out of the KGB, but you can't take the KGB out of the boy. Just another in a long, long list of Russian tyrants.."
29369820,Jeffrey Simpson: How promises kept become future problems,source1_29369820_18,"The 'new' immigration plan is the old immigration plan of Papa Trudeau. The family reunification immigrants, and the families they rejoin in Canada, can be expected to vote for the Liberals."
6945634,Why not open the College of Cardinals to women?,source1_6945634_7,Now all you kids out there: listen to Timothy...
23886493,"In Toronto's war on 'raccoon nation,' I'm siding with the critters",source1_23886493_50,"Toronto is blessed with many green areas and raccoons thrive there. I have seen them ambling down the street in midtown Toronto in the middle of the day. While they do do a lot of damage if they get in your houses, or garage, I do like them."
23628583,Syria gives the Liberals a way out,source1_23628583_33,Why does Harper want to help Assad? Assad is a butcher who has killed exponentially more people than ISIS.
31077748,"America has problems, but not the ones you hear about",source1_31077748_12,"The biggest problem America has is Government, Corporate AND Personal DEBT. If the debt bubble pops, the world economy ends. It will take months, if not years, until the is a stable reset."
20484221,Just what Alberta needs: A Jim Prentice reboot,source1_20484221_2,No paternalistic welcoming of Alberta to modernity this time?
18055952,An Easter funeral: Death is not the final word,source1_18055952_0,"Jesus said unto him, If thou wilt be perfect, go and sell that thou hast, and give to the poor, and thou shalt have treasure in heaven: and come and follow me. Matthew 19:21"
23279298,"Why U of T, York strikes are more than labour disputes",source1_23279298_43,Take it away from the tenured profs who make way to much. Don't expect tax payers to foot the bill. You can just over pay everyone.
28004606,Chretien's nemesis is back - and that's good for access to information,source1_28004606_2,"This law is an affront to democracy. Get rid of it. And let's not forget who brought it in, how and why."
23219946,DNA half-measures won't mend heartbreak,source1_23219946_2,Once again these desperate women are victimized by federal penny pinching.
26762201,A short story about the value of police body cameras,source1_26762201_5,A brave cop. Wish Forcillo had done the same.
29717623,Duffy trial: A conviction on all counts for the Senate,source1_29717623_8,"And we should all pay respects to Hugh Segal, who spoke out and then resigned, from the Senate."
31447415,After the spear hunt: We must fight to protect Canada's iconic bears,source1_31447415_19,You may want to share your opinions of this cowardly muscle bound narcissist atbowmarfitness@gmail.comsarahbowmarfit@gmail.com
29005154,"If Ottawa wants to be more open, maybe it should just be more open",source1_29005154_6,I suspected that this government would provide endless entertainment. I am not disappointed. Hopefully the next generation can pay the bill for this circus.
20842849,The new campus sex puritans,source1_20842849_28,A classic case of 20% of the population ruining it for everyone else. As such since we are in a democracy everyone must be jailed or at minimum lobotomized in the name of safety i.e fear. There must be a better way to do this.
23242595,Why Finland doesn't fear the growling Russian bear next door,source1_23242595_8,"Canadians need to ask them selves what Canada would do if Russia decided to take over our Northern Regions, our current Prime Minister has lots to say about Russia and not very nice to 'boot'"
21820448,Conservatives' dirty tricks have no place in Canadian politics,source1_21820448_116,"'Dirty Tricks' are politics and it is not just the Conservatives who are guilty of them. All parties resort to what ever they can get away with when ever they can. And, especially in close election races. The lesson here is - 'Don't get caught!'"
